rezultatai
    -----------|    ----------|    ---------------|    ------------------------------|
    pavadinimas|        kiekis|              kaina|       uzsakymo grupavimo indeksas|
    -----------|    ----------|    ---------------|    ------------------------------|
         ZYTREX|             2|        1325.729980|                               510|
        FOSSIEL|             1|        3118.010010|                               510|
      MAGNAFONE|             1|        3305.370117|                               548|
        PYRAMAX|             2|        1909.339966|                               656|
         ECRAZE|             2|        3546.320068|                              1006|
      ECLIPSENT|             4|        1533.900024|                              1102|
       VALPREAL|             3|        2573.229980|                              1178|
      COMBOGENE|             4|        2098.340088|                              1336|
          ZIORE|             7|        1859.300049|                              1838|
      ZILLATIDE|             6|        2073.949951|                              1910|
          UPDAT|             6|        2395.219971|                              1928|
        JIMBIES|             4|        3681.489990|                              1938|
       ORBIFLEX|            11|        1015.659973|                              2042|
        DANCITY|             7|        2348.419922|                              2272|
       MAROPTIC|             6|        2937.689941|                              2388|
           ZOXY|            12|        1441.510010|                              2406|
          ZYPLE|            11|        1566.119995|                              2432|
        XELEGYL|             7|        3052.449951|                              2774|
       SONGBIRD|             6|        3700.189941|                              2840|
      INTERODEO|             6|        3805.139893|                              2952|
       TASMANIA|             7|        3549.459961|                              3152|
      GEEKETRON|             7|        3573.530029|                              3224|
            KOG|            21|        1269.790039|                              3380|
          GAZAK|            15|        1875.910034|                              3600|
      BLUPLANET|            14|        1981.119995|                              3944|
      ISOSTREAM|            14|        2006.910034|                              4000|
       GORGANIC|            24|        1056.869995|                              4148|
        COMTEXT|            16|        2059.580078|                              4362|
         PYRAMI|            20|        1798.030029|                              4696|
      KINETICUT|            16|        2185.489990|                              4758|
        ISOPLEX|            23|        1546.560059|                              4958|
          BOINK|            18|        2461.280029|                              5220|
       REVERSUS|            22|        1765.000000|                              5396|
       RODEOMAD|            26|        1505.160034|                              5532|
         EGYPTO|            27|        1543.650024|                              5534|
         ZYTRAX|            20|        2233.139893|                              5558|
       HYDROCOM|            24|        1664.150024|                              5562|
        KOZGENE|            28|        1451.739990|                              5632|
         BALUBA|            15|        3419.340088|                              5836|
          ERSUM|            16|        3530.620117|                              6302|
          XPLOR|            37|        1380.349976|                              6594|
        GRUPOLI|            29|        1737.449951|                              6608|
       RENOVIZE|            22|        2459.080078|                              6760|
      ELECTONIC|            33|        1423.010010|                              6838|
        SPORTAN|            36|        1363.260010|                              6848|
       ONTALITY|            18|        3430.030029|                              7224|
       HOTCAKES|            28|        2122.000000|                              7488|
          XYLAR|            34|        1840.160034|                              7498|
         DUFLEX|            34|        2006.109985|                              8168|
         MEDIOT|            29|        2523.750000|                              8382|
         PERKLE|            27|        2962.790039|                              8898|
      COMVERGES|            39|        1684.130005|                              8914|
          OBLIQ|            22|        3866.639893|                              9012|
           CAXT|            29|        2953.110107|                              9110|
          ZOLAR|            23|        3759.000000|                              9204|
          INEAR|            24|        3749.300049|                              9482|
       ROUGHIES|            27|        3079.510010|                              9566|
       NETILITY|            30|        2852.620117|                              9964|
         EXPOSA|            36|        2487.969971|                             10124|
      PARLEYNET|            27|        3861.620117|                             11558|
          BOLAX|            31|        3617.530029|                             11626|
      INTERFIND|            29|        3625.570068|                             11708|
      MOBILDATA|            35|        3015.750000|                             12018|
       TERSANKI|            33|        3323.189941|                             12142|
       INSURITY|            35|        3410.080078|                             13184|
      COGNICODE|            40|        3700.209961|                             15836|
duomenys
    -----------|    ----------|    ---------------|
        PYRAMAX|             2|        1909.339966|
         PERKLE|            27|        2962.790039|
       RODEOMAD|            26|        1505.160034|
      GEEKETRON|             7|        3573.530029|
      FIBRODYNE|            19|        2280.010010|
       GOLISTIC|            32|        2434.889893|
      EXOTECHNO|             3|        1785.550049|
         TWIIST|            27|        3172.659912|
      ZILLATIDE|             6|        2073.949951|
        DUOFLEX|            28|        3531.489990|
        GEEKNET|            31|        1753.979980|
        NAMEGEN|             6|        3605.689941|
          ZYPLE|            11|        1566.119995|
         DUFLEX|            34|        2006.109985|
          QUILK|            37|        1915.739990|
          XYLAR|            34|        1840.160034|
       VIAGREAT|            19|        3706.280029|
         COMCUR|             3|        1091.760010|
      MAGNAFONE|             1|        3305.370117|
         ENOMEN|            35|        2887.030029|
      DATACATOR|            25|        1080.829956|
       DIGIGENE|             4|        3649.110107|
       VALPREAL|             3|        2573.229980|
          OBLIQ|            22|        3866.639893|
        GRUPOLI|            29|        1737.449951|
      PLUTORQUE|             4|        1483.500000|
       ASSISTIX|            32|        2648.939941|
         MEDIOT|            29|        2523.750000|
        ISOPLEX|            23|        1546.560059|
       TERSANKI|            33|        3323.189941|
          GAZAK|            15|        1875.910034|
        OATFARM|            33|        1470.910034|
         EYEWAX|            39|        3427.100098|
       JUNIPOOR|            12|        3327.879883|
       ENERSAVE|            18|        1839.150024|
       GORGANIC|            24|        1056.869995|
         COMVOY|            11|        2583.850098|
      ISOSTREAM|            14|        2006.910034|
       INSURITY|            35|        3410.080078|
       DADABASE|             7|        3479.780029|
          ZIORE|             7|        1859.300049|
      ARTWORLDS|            40|        1868.290039|
         REMOLD|            11|        3853.840088|
       ASSISTIA|            36|        3816.189941|
       ZENTHALL|            30|        2929.110107|
         FLUMBO|            19|        2363.080078|
         FARMEX|            27|        1332.020020|
        SONIQUE|            23|        2395.370117|
      MEDICROIX|            37|        1018.479980|
         NETAGY|            12|        2598.290039|
           ZOXY|            12|        1441.510010|
          UPDAT|             6|        2395.219971|
       ORBIFLEX|            11|        1015.659973|
       EXTRAGEN|            12|        3039.600098|
         BALUBA|            15|        3419.340088|
        COLAIRE|            40|        1599.229980|
         PYRAMI|            20|        1798.030029|
         CABLAM|            22|        3127.739990|
       SONGBIRD|             6|        3700.189941|
        COMTEXT|            16|        2059.580078|
        XELEGYL|             7|        3052.449951|
        DAYCORE|            34|        3960.949951|
       SCENTRIC|             3|        2651.540039|
